189	97	1	1.54924318141295	1.38199399789899	1.42185296120102	1.36819891865119	1.48252966574071	1.3105207567742	1.25585109936617	1.22678970968236	1.27339979315476	1.44364182028781	1
119	109	1	0.191476475326191	0.163406687956305	0.181451585486878	0.182454085105056	0.200498855441592	0.192478938001276	0.194483996781045	0.180198393438599	0.214032549969146	0.347364286072476	1
140	97	1	-1.42889601443853	-1.26668624630955	-1.31455768696712	-1.23585351014861	-1.35016655444439	-1.20925548334967	-1.10948758475186	-1.10548933575865	-1.13605515991615	-1.30326440002283	1
44	96	1	0.112780637615552	0.106264439283801	0.111778159580911	0.10501131711574	0.092229482733116	0.101502566565827	0.0884701512631755	0.0849614095267166	0.0553878183326265	0.0448616295287297	1
71	2	1	-5.82911924435321	-5.66255619226545	-5.3217434531108	-4.93850452222505	-5.2830316256562	-4.95964577811726	-4.82410002875037	-4.77285699816007	-4.84035816683244	-4.76400079926296	1
146	194	1	4.09363849070853	3.76653998736018	3.53569483451003	3.53646681232037	3.59738388208376	3.46332331739202	3.24130932562456	3.32462339721921	3.34955044861185	3.24823518149463	1
72	68	1	-0.842695882404987	-0.819980529034379	-0.712926551076035	-0.565326230429229	-0.571352438124794	-0.557335845486916	-0.499549374788063	-0.439554056373082	-0.468507650534292	-0.682779615257871	1
18	195	1	0.411022791542963	0.416286021986252	0.353379444724708	0.358391924757138	0.347865526847176	0.376937921928	0.337840739664844	0.336587539180676	0.396486534272676	0.353880511763542	1
184	2	1	-0.18345649302767	-0.19799266322907	-0.144359207647385	-0.1416023477631	-0.176689655146004	-0.138845487893235	-0.118544974325151	-0.150624798221606	-0.170925311797949	-0.157141012472627	1
101	94	1	-0.315498079927123	-0.284921525745612	-0.331788650059314	-0.302214382068496	-0.334295200165591	-0.236803842638876	-0.22076365560932	-0.236553270036282	-0.217756039291525	-0.243320135491268	1
131	127	1	0.315785792629959	0.305760912559719	0.311775878125435	0.0421047791042471	0.0340848073917578	0.313780772104966	0.3759355072967	0.363905507422165	0.388967839052743	0.247616146579501	1
43	21	1	-7.53185869816239	-7.49851429039627	-7.38570171751024	-6.94373188300898	-7.17851503243239	-7.07128966138037	-7.27114646183336	-7.03338977880629	-7.09109177224122	-6.13594210997151	1
