2	2	1	0	0.4	1
3	4	1	0	0.4	1
4	0	1	0	0.4	1
5	0	1	0	0.4	1
6	0	1	0	0.4	1
7	4	1	0	0.4	1
8	4	1	0	0.4	1
9	4	1	0	0.4	1
10	4	1	0	0.4	1
11	4	1	0	0.4	1
12	4	1	0	0.4	1
13	4	1	0	0.4	1
14	4	1	0	0.4	1
15	4	1	0	0.4	1
16	0	1	0	0.4	1
17	4	1	0	0.4	1
18	4	1	0	0.4	1
19	4	1	0	0.4	1
20	4	1	0	0.4	1
21	0	1	0	0.4	1
22	4	1	0	0.4	1
23	0	1	0	0.4	1
24	4	1	0	0.4	1
25	4	1	0	0.4	1
26	4	1	0	0.4	1
27	0	1	0	0.4	1
28	0	1	0	0.4	1
29	4	1	0	0.4	1
30	0	1	0	0.4	1
31	0	1	0	0.4	1
32	4	1	0	0.4	1
33	4	1	0	0.4	1
34	0	1	0	0.4	1
35	0	1	0	0.4	1
36	0	1	0	0.4	1
37	0	1	0	0.4	1
38	4	1	0	0.4	1
39	0	1	0	0.4	1
40	4	1	0	0.4	1
41	0	1	0	0.4	1
42	4	1	0	0.4	1
43	4	1	0	0.4	1
44	4	1	0	0.4	1
45	0	1	0	0.4	1
46	4	1	0	0.4	1
47	0	1	0	0.4	1
48	0	1	0	0.4	1
49	0	1	0	0.4	1
50	4	1	0	0.4	1
51	0	1	0	0.4	1
52	4	1	0	0.4	1
53	0	1	0	0.4	1
54	0	1	0	0.4	1
55	4	1	0	0.4	1
56	0	1	0	0.4	1
57	0	1	0	0.4	1
58	4	1	0	0.4	1
59	4	1	0	0.4	1
60	0	1	0	0.4	1
61	0	1	0	0.4	1
62	0	1	0	0.4	1
63	4	1	0	0.4	1
64	4	1	0	0.4	1
65	0	1	0	0.4	1
66	0	1	0	0.4	1
67	4	1	0	0.4	1
68	4	1	0	0.4	1
69	0	1	0	0.4	1
70	0	1	0	0.4	1
71	4	1	0	0.4	1
72	0	1	0	0.4	1
73	4	1	0	0.4	1
74	0	1	0	0.4	1
75	0	1	0	0.4	1
76	4	1	0	0.4	1
77	4	1	0	0.4	1
78	0	1	0	0.4	1
79	4	1	0	0.4	1
80	0	1	0	0.4	1
81	0	1	0	0.4	1
82	0	1	0	0.4	1
83	0	1	0	0.4	1
84	4	1	0	0.4	1
85	0	1	0	0.4	1
86	4	1	0	0.4	1
87	4	1	0	0.4	1
88	4	1	0	0.4	1
89	0	1	0	0.4	1
90	0	1	0	0.4	1
91	4	1	0	0.4	1
92	0	1	0	0.4	1
93	4	1	0	0.4	1
94	4	1	0	0.4	1
95	0	1	0	0.4	1
96	0	1	0	0.4	1
97	4	1	0	0.4	1
98	4	1	0	0.4	1
99	4	1	0	0.4	1
100	0	1	0	0.4	1
101	4	1	0	0.4	1
102	0	1	0	0.4	1
103	4	1	0	0.4	1
104	0	1	0	0.4	1
105	0	1	0	0.4	1
106	4	1	0	0.4	1
107	4	1	0	0.4	1
108	4	1	0	0.4	1
109	0	1	0	0.4	1
110	4	1	0	0.4	1
111	4	1	0	0.4	1
112	0	1	0	0.4	1
113	4	1	0	0.4	1
114	0	1	0	0.4	1
115	4	1	0	0.4	1
116	4	1	0	0.4	1
117	4	1	0	0.4	1
118	0	1	0	0.4	1
119	4	1	0	0.4	1
120	0	1	0	0.4	1
121	0	1	0	0.4	1
122	0	1	0	0.4	1
123	0	1	0	0.4	1
124	0	1	0	0.4	1
125	0	1	0	0.4	1
126	0	1	0	0.4	1
127	0	1	0	0.4	1
128	4	1	0	0.4	1
129	0	1	0	0.4	1
130	0	1	0	0.4	1
131	4	1	0	0.4	1
132	0	1	0	0.4	1
133	0	1	0	0.4	1
134	0	1	0	0.4	1
135	0	1	0	0.4	1
136	0	1	0	0.4	1
137	4	1	0	0.4	1
138	4	1	0	0.4	1
139	4	1	0	0.4	1
140	4	1	0	0.4	1
141	4	1	0	0.4	1
142	4	1	0	0.4	1
143	4	1	0	0.4	1
144	4	1	0	0.4	1
145	4	1	0	0.4	1
146	4	1	0	0.4	1
147	4	1	0	0.4	1
148	4	1	0	0.4	1
149	4	1	0	0.4	1
150	0	1	0	0.4	1
151	4	1	0	0.4	1
152	4	1	0	0.4	1
153	4	1	0	0.4	1
154	0	1	0	0.4	1
155	0	1	0	0.4	1
156	4	1	0	0.4	1
157	4	1	0	0.4	1
158	4	1	0	0.4	1
159	4	1	0	0.4	1
160	0	1	0	0.4	1
161	4	1	0	0.4	1
162	0	1	0	0.4	1
163	4	1	0	0.4	1
164	0	1	0	0.4	1
165	4	1	0	0.4	1
166	0	1	0	0.4	1
167	0	1	0	0.4	1
168	4	1	0	0.4	1
169	0	1	0	0.4	1
170	0	1	0	0.4	1
171	4	1	0	0.4	1
172	4	1	0	0.4	1
173	4	1	0	0.4	1
174	4	1	0	0.4	1
175	4	1	0	0.4	1
176	4	1	0	0.4	1
177	0	1	0	0.4	1
178	4	1	0	0.4	1
179	0	1	0	0.4	1
180	4	1	0	0.4	1
181	4	1	0	0.4	1
182	0	1	0	0.4	1
183	4	1	0	0.4	1
184	0	1	0	0.4	1
185	4	1	0	0.4	1
186	0	1	0	0.4	1
187	0	1	0	0.4	1
188	0	1	0	0.4	1
189	4	1	0	0.4	1
190	4	1	0	0.4	1
191	4	1	0	0.4	1
192	0	1	0	0.4	1
193	4	1	0	0.4	1
194	4	1	0	0.4	1
195	0	1	0	0.4	1
196	0	1	0	0.4	1
