4	-2.498	-2.74	-3.128	-3.194	-3.035	-2.785	-2.777	-2.896	-2.839	-2.806	1
5	-0.992	-0.724	-0.748	-0.716	-0.888	-0.792	-0.892	-0.672	-0.884	-0.956	1
6	-0.985	-1.106	-1.022	-1.095	-1.067	-1.058	-0.964	-1.031	-1.1	-1.056	1
16	-0.156	-0.156	-0.156	-0.164	-0.248	-0.208	-0.188	-0.176	-0.156	-0.156	1
21	-3.204	-1.524	-1.428	-2.436	-4.688	-4.632	-4.66	-4.404	-3.564	-4.384	1
23	-0.424	-0.326	-0.377	-0.496	-0.327	-0.326	-0.356	-0.251	-0.493	-0.521	1
27	-0.943	-1.056	-0.817	-0.767	-0.907	-0.811	-0.801	-0.682	-0.748	-0.74	1
28	-6.5	-6.056	-5.852	-5.804	-6.168	-6.008	-5.664	-6.08	-5.776	-5.004	1
30	-0.35	-1.568	-1.083	-0.321	-1.728	-0.261	-0.279	-0.38	-0.313	-0.31	1
31	-6.76	-6.752	-5.721	-2.367	-2.073	-2.318	-2.039	-2.239	-2.524	-2.302	1
34	-0.849	-0.869	-0.609	-0.84	-0.767	-0.647	-1.173	-0.779	-0.801	-0.857	1
35	-2.56	-2.63	-2.605	-2.683	-2.715	-3.018	-2.574	-2.572	-2.608	-1.136	1
36	-0.538	-0.518	-0.51	-0.428	-0.357	-0.27	-0.311	-0.366	-0.361	-0.363	1
37	-1.255	-1.229	-1.347	-1.302	-2.215	-2.014	-1.997	-1.885	-1.849	-0.966	1
39	-0.468	-0.461	-0.497	-0.964	-0.634	-0.468	-0.458	-0.567	-0.529	-0.462	1
41	-1.065	-1.133	-1.026	-1.088	-1.096	-1.149	-1.125	-1.093	-1.111	-1.051	1
45	-0.932	-0.8	-0.624	-0.816	-0.976	-0.644	-0.52	-0.716	-0.468	-0.628	1
47	-0.708	-0.676	-0.772	-0.804	-0.616	-0.408	-0.404	-0.372	-0.404	-0.412	1
48	-5.924	-5.762	-5.805	-5.778	-5.651	-5.793	-5.826	-5.705	-5.721	-2.744	1
49	-1.64	-1.262	-1.138	-1.079	-1.252	-1.003	-1.76	-0.93	-1.192	-1.354	1
51	-0.425	-0.257	-0.373	-0.364	-0.328	-0.252	-0.784	-0.446	-0.278	-0.265	1
53	-0.044	-0.04	-0.1	-0.128	-0.096	-0.04	-0.044	-0.04	-0.088	-0.06	1
54	-1.103	-1.127	-0.879	-0.715	-0.515	-0.594	-0.566	-0.887	-0.501	-0.478	1
56	-1.592	-1.746	-1.723	-1.902	-1.767	-1.675	-1.694	-1.665	-1.526	-1.636	1
57	-0.497	-0.818	-0.965	-0.903	-1.003	-0.854	-0.904	-0.878	-0.988	-0.702	1
60	-0.677	-0.332	-0.336	-0.53	-0.977	-0.963	-0.982	-0.933	-0.746	-0.917	1
61	-0.407	-0.621	-0.553	-0.65	-0.443	-0.404	-0.4	-0.283	-0.382	-0.396	1
62	-0.958	-1.259	-1.135	-0.877	-0.968	-1.007	-1.01	-0.996	-0.915	-0.879	1
65	-0.552	-0.462	-0.553	-0.403	-0.719	-0.538	-0.478	-0.573	-0.466	-0.56	1
66	-2.166	-1.653	-1.78	-2.212	-2.269	-2.312	-2.232	-2.292	-2.176	-2.092	1
69	-1.303	-1.225	-1.197	-1.464	-1.501	-1.966	-1.471	-0.971	-0.419	-0.703	1
70	-2.343	-2.452	-2.215	-3.303	-3.354	-3.627	-3.701	-3.316	-3.465	-3.161	1
72	-8.953	-7.956	-7.269	-6.674	-6.885	-6.807	-6.619	-6.606	-6.387	-6.585	1
74	-0.516	-0.656	-0.744	-0.44	-0.576	-0.396	-0.46	-0.576	-0.436	-0.424	1
75	-0.922	-0.88	-0.993	-0.98	-0.944	-0.807	-1.103	-0.667	-0.772	-1.233	1
78	-1.996	-2	-1.2	-0.04	-0.036	-0.012	-0.008	-0.008	-0.02	-0.032	1
80	-1.086	-0.951	-0.716	-1.051	-1.336	-1.086	-1.147	-0.832	-1.025	-0.967	1
81	-3.864	-2.301	-1.785	-1.825	-1.715	-1.457	-1.569	-1.734	-1.898	-1.873	1
82	-0.341	-0.316	-0.517	-0.288	-0.285	-0.509	-0.355	-0.23	-0.489	-0.392	1
83	-0.895	-0.427	-0.37	-0.577	-2.011	-0.461	-0.367	-0.498	-0.26	-0.402	1
85	-1.41	-1.482	-1.709	-1.622	-1.778	-1.633	-1.793	-1.753	-1.665	-1.544	1
89	-0.58	-0.308	-0.279	-0.319	-0.328	-0.396	-0.75	-0.331	-0.32	-0.362	1
90	-0.448	-0.364	-0.4	-0.376	-0.396	-0.356	-0.328	-0.424	-0.348	-0.316	1
92	-1.23	-1.175	-1.176	-1.088	-1.151	-0.962	-0.815	-0.942	-0.954	-0.876	1
95	-1.109	-1.006	-1.007	-0.974	-0.999	-1.06	-0.919	-1.116	-0.874	-1.099	1
96	-0.45	-0.424	-0.446	-0.419	-0.368	-0.405	-0.353	-0.339	-0.221	-0.179	1
100	-3.572	-2.065	-1.315	-1.282	-1.388	-1.254	-1.189	-1.305	-1.491	-1.413	1
102	-0.452	-0.38	-0.42	-0.456	-0.308	-0.52	-0.348	-0.424	-0.464	-0.468	1
104	-0.184	-0.296	-0.148	-0.148	-0.188	-0.108	-0.076	-0.092	-0.268	-0.224	1
105	-0.487	-0.533	-0.543	-0.578	-0.539	-0.544	-0.452	-0.309	-0.3	-0.487	1
109	-0.764	-0.652	-0.724	-0.728	-0.8	-0.768	-0.776	-0.719	-0.854	-1.386	1
112	-2.46	-2.356	-2.532	-2.38	-2.456	-2.576	-2.508	-2.416	-2.368	-2.472	1
114	-0.193	-0.193	-0.232	-0.249	-0.173	-0.171	-0.164	-0.172	-0.241	-0.184	1
118	-0.48	-0.46	-0.428	-0.528	-0.528	-0.404	-0.584	-0.484	-0.548	-0.56	1
120	-2.272	-2.16	-1.94	-1.892	-1.712	-1.724	-1.616	-1.552	-1.628	-1.76	1
121	-0.702	-0.59	-0.557	-0.66	-0.684	-0.6	-0.604	-0.656	-0.719	-0.691	1
122	-0.565	-0.604	-0.593	-0.557	-0.588	-0.583	-0.6	-0.622	-0.572	-0.56	1
123	-0.804	-0.676	-0.76	-0.732	-0.694	-0.64	-0.58	-0.544	-0.392	-0.432	1
124	-0.985	-0.998	-1.008	-0.925	-0.925	-0.992	-0.944	-1.035	-0.95	-0.914	1
125	-1.171	-1.099	-1.203	-0.96	-1.144	-1.256	-1.081	-0.973	-1.212	-1.206	1
126	-4.652	-3.836	-3.388	-3.936	-3.912	-3.656	-3.332	-3.572	-3.796	-3.404	1
127	-1.26	-1.22	-1.244	-0.168	-0.136	-1.252	-1.5	-1.452	-1.552	-0.988	1
129	-0.852	-0.829	-0.679	-0.588	-0.591	-0.7	-0.628	-0.541	-0.65	-0.705	1
130	-0.428	-0.284	-0.4	-0.376	-0.38	-0.336	-0.356	-0.36	-0.32	-0.388	1
132	-0.884	-0.86	-0.932	-0.956	-0.824	-0.964	-0.92	-0.92	-0.9	-0.924	1
133	-1.996	-2.039	-2.037	-1.992	-1.951	-1.873	-1.821	-2.005	-2.052	-2.003	1
134	-1.236	-1.167	-0.795	-0.89	-0.986	-0.841	-0.714	-0.832	-0.847	-0.778	1
135	-1.084	-1.057	-1.079	-1.084	-1.08	-0.872	-0.8	-0.959	-0.899	-0.983	1
136	-0.94	-0.812	-0.608	-0.596	-0.684	-0.764	-0.592	-0.556	-0.62	-0.708	1
150	-0.136	-0.152	-0.128	-0.152	-0.288	-0.264	-0.136	-0.144	-0.136	-0.16	1
154	-1.361	-1.395	-1.28	-1.253	-1.327	-1.336	-1.236	-1.116	-1.409	-1.487	1
155	-0.386	-0.284	-0.225	-0.311	-0.818	-0.731	-0.463	-0.245	-0.311	-0.261	1
160	-1.404	-1.444	-1.592	-1.708	-1.59	-1.593	-1.539	-1.489	-1.55	-1.513	1
162	-0.392	-0.401	-0.414	-0.391	-0.387	-0.322	-0.391	-0.356	-0.359	-0.301	1
164	-1.676	-1.673	-1.667	-1.672	-1.677	-1.663	-1.663	-1.667	-1.667	-1.659	1
166	-0.66	-1.128	-0.729	-0.725	-0.657	-0.687	-0.564	-0.57	-0.635	-0.668	1
167	-1.246	-1.382	-1.616	-1.401	-1.297	-3.295	-4.023	-3.682	-3.707	-2.96	1
169	-0.311	-0.381	-0.194	-0.062	-0.092	-0.188	-0.085	-0.08	-0.124	-0.163	1
170	-0.361	-0.471	-0.43	-0.418	-0.39	-0.347	-0.433	-0.35	-0.382	-0.4	1
177	-0.172	-0.212	-0.252	-0.272	-0.368	-0.272	-0.172	-0.184	-0.272	-0.224	1
179	-0.365	-0.296	-0.21	-0.23	-0.249	-0.331	-0.341	-0.354	-0.338	-0.314	1
182	-3.572	-6.26	-8.168	-8.188	-8.124	-8.028	-8.064	-8.152	-8.132	-8.056	1
184	-0.732	-0.79	-0.576	-0.565	-0.705	-0.554	-0.473	-0.601	-0.682	-0.627	1
186	-0.66	-0.676	-0.583	-0.638	-0.408	-0.351	-0.377	-0.366	-0.73	-0.432	1
187	-1.037	-0.931	-1.063	-1.042	-0.987	-0.929	-1.066	-0.928	-0.923	-0.856	1
188	-0.997	-1.095	-1.33	-0.862	-0.932	-0.855	-0.83	-0.966	-0.85	-1.476	1
192	-1.306	-1.294	-1.178	-1.007	-0.842	-0.616	-0.68	-0.345	-0.396	-0.494	1
195	-1.64	-1.661	-1.41	-1.43	-1.388	-1.504	-1.348	-1.343	-1.582	-1.412	1
196	-0.34	-0.288	-0.264	-0.296	-0.364	-0.324	-0.284	-0.328	-0.26	-0.252	1
